timestamp,AvgTicketPrice,Carrier,dayOfWeek,Dest,DestAirportID,DestCityName,DestRegion,DestWeather,DistanceKilometers,DistanceMiles,FlightDelayMin,FlightDelayType,FlightNum,FlightTimeHour,FlightTimeMin,Origin,OriginAirportID,OriginCityName,OriginCountry,OriginRegion,OriginWeather,DestCountry,FlightDelay,Cancelled
"Sep 12, 2023 @ 07:45:30.000",346.748,Logstash Airways,0,Lester B. Pearson International Airport,YYZ,Toronto,CA-ON,Heavy Fog,"6,362.04","3,953.19",0,No Delay,VH5MDUD,5.890775365,353.447,Frankfurt am Main Airport,FRA,Frankfurt am Main,DE,DE-HE,Rain,CA,FALSE,FALSE
"Sep 12, 2023 @ 07:43:02.000",453.755,ES-Air,0,Ministro Pistarini International Airport,EZE,Buenos Aires,AR-B,Clear,"4,358.99","2,708.55",0,No Delay,1Y5O0VK,4.036098916,242.166,Mariscal Sucre International Airport,UIO,Quito,EC,SE-BD,Rain,AR,FALSE,FALSE
"Sep 12, 2023 @ 07:36:08.000",724.106,Logstash Airways,0,Turin Airport,TO11,Torino,IT-21,Sunny,"9,736.64","6,050.07",0,No Delay,6SSCWIR,7.727490159,463.649,Licenciado Benito Juarez International Airport,AICM,Mexico City,MX,MX-DIF,Cloudy,IT,FALSE,FALSE
"Sep 12, 2023 @ 07:36:08.000",712.992,Kibana Airlines,0,Turin Airport,TO11,Torino,IT-21,Hail,"9,226.62","5,733.15",360,NAS Delay,5KKJZBC,15.0457036,902.742,Shanghai Hongqiao International Airport,SHA,Shanghai,CN,SE-BD,Clear,IT,TRUE,FALSE
"Sep 12, 2023 @ 07:29:18.000",565.869,JetBeats,0,Leonardo da Vinci - Fiumicino Airport,FCO,Rome,SE-BD,Damaging Wind,"10,838.89","6,734.97",0,No Delay,D4TIBRJ,10.0360091,602.161,Jorge Chavez International Airport,LIM,Lima,PE,SE-BD,Clear,IT,FALSE,FALSE
"Sep 12, 2023 @ 07:19:40.000",499.642,JetBeats,0,Stockholm-Arlanda Airport,ARN,Stockholm,SE-AB,Cloudy,"8,714.05","5,414.66",0,No Delay,TQFU14H,13.20309873,792.186,Phoenix Sky Harbor International Airport,PHX,Phoenix,US,US-AZ,Rain,SE,FALSE,FALSE
"Sep 12, 2023 @ 07:10:15.000",590.117,ES-Air,0,Vienna International Airport,VIE,Vienna,AT-9,Rain,"7,240.28","4,498.90",270,Carrier Delay,OE6XDRI,10.24625628,614.775,Ukrainka Air Base,XHBU,Belogorsk,RU,RU-AMU,Heavy Fog,AT,TRUE,TRUE
"Sep 12, 2023 @ 07:07:34.000",125.589,Logstash Airways,0,Ministro Pistarini International Airport,EZE,Buenos Aires,SE-BD,Rain,0,0,0,No Delay,NZWKMTX,0,0,Ministro Pistarini International Airport,EZE,Buenos Aires,AR,SE-BD,Rain,AR,FALSE,FALSE
"Sep 12, 2023 @ 07:04:05.000",481.713,JetBeats,0,Manchester Airport,MAN,Manchester,GB-ENG,Thunder & Lightning,"8,734.74","5,427.52",0,No Delay,S6BPNLR,9.098687716,545.921,Licenciado Benito Juarez International Airport,AICM,Mexico City,MX,MX-DIF,Cloudy,GB,FALSE,TRUE
"Sep 12, 2023 @ 07:01:52.000",459.788,JetBeats,0,Stockholm-Arlanda Airport,ARN,Stockholm,SE-AB,Thunder & Lightning,"7,768.54","4,827.15",0,No Delay,U6TVMWZ,11.77051187,706.231,Shanghai Hongqiao International Airport,SHA,Shanghai,CN,SE-BD,Cloudy,SE,FALSE,FALSE
"Sep 12, 2023 @ 06:45:41.000",413.627,Kibana Airlines,0,Helsinki Vantaa Airport,HEL,Helsinki,FI-ES,Heavy Fog,"10,054.86","6,247.80",0,No Delay,R53UUPY,11.17206987,670.324,El Dorado International Airport,BOG,Bogota,CO,CO-CUN,Damaging Wind,FI,FALSE,TRUE
"Sep 12, 2023 @ 06:34:35.000",347.373,Logstash Airways,0,Zurich Airport,ZRH,Zurich,CH-ZH,Cloudy,"9,610.30","5,971.56",0,No Delay,KL2UKVD,10.01072412,600.643,Tokyo Haneda International Airport,HND,Tokyo,JP,SE-BD,Cloudy,CH,FALSE,FALSE
"Sep 12, 2023 @ 06:31:58.000",794.104,JetBeats,0,Jorge Chavez International Airport,LIM,Lima,SE-BD,Thunder & Lightning,"10,718.12","6,659.93",0,No Delay,PWLRO93,9.401859267,564.112,Frankfurt am Main Airport,FRA,Frankfurt am Main,DE,DE-HE,Clear,PE,FALSE,FALSE
"Sep 12, 2023 @ 06:29:46.000",849.623,JetBeats,0,Guangzhou Baiyun International Airport,CAN,Guangzhou,SE-BD,Clear,"8,620.74","5,356.68",0,No Delay,OJQY5ZB,7.562049368,453.723,Berlin-Tegel Airport,TXL,Berlin,DE,DE-BE,Sunny,CN,FALSE,FALSE
"Sep 12, 2023 @ 06:15:31.000",764.2,JetBeats,0,Itami Airport,ITM,Osaka,SE-BD,Rain,"9,949.92","6,182.59",0,No Delay,R8P0S6F,13.81932826,829.16,Albuquerque International Sunport Airport,ABQ,Albuquerque,US,US-NM,Damaging Wind,JP,FALSE,FALSE
"Sep 12, 2023 @ 06:13:39.000",269.514,Logstash Airways,0,Winnipeg / James Armstrong Richardson International Airport,YWG,Winnipeg,CA-MB,Thunder & Lightning,"6,530.79","4,058.05",0,No Delay,Z80Q1G2,9.070543222,544.233,Stockholm-Arlanda Airport,ARN,Stockholm,SE,SE-AB,Clear,CA,FALSE,FALSE
"Sep 12, 2023 @ 06:06:14.000",906.438,JetBeats,0,Helsinki Vantaa Airport,HEL,Helsinki,FI-ES,Rain,"8,551.77","5,313.82",0,No Delay,JQ2XXQ5,8.384086169,503.045,Albuquerque International Sunport Airport,ABQ,Albuquerque,US,US-NM,Rain,FI,FALSE,FALSE
"Sep 12, 2023 @ 06:01:40.000",521.493,JetBeats,0,Shanghai Hongqiao International Airport,SHA,Shanghai,SE-BD,Heavy Fog,"8,882.28","5,519.19",0,No Delay,QO8I9WL,7.049427042,422.966,Bari Karol Wojty__a Airport,BA02,Bari,IT,IT-75,Rain,CN,FALSE,FALSE
"Sep 12, 2023 @ 06:01:37.000",438.002,ES-Air,0,Ciampino___G. B. Pastine International Airport,RM12,Rome,IT-62,Sunny,"7,922.84","4,923.03",210,Carrier Delay,VDDH65N,9.787971373,587.278,Chengdu Shuangliu International Airport,CTU,Chengdu,CN,SE-BD,Damaging Wind,IT,TRUE,FALSE
"Sep 12, 2023 @ 05:58:01.000",955.142,JetBeats,0,Munich Airport,MUC,Munich,DE-BY,Cloudy,"11,549.35","7,176.44",0,No Delay,LEUKP0W,12.83261461,769.957,Ministro Pistarini International Airport,EZE,Buenos Aires,AR,AR-B,Sunny,DE,FALSE,FALSE
"Sep 12, 2023 @ 05:55:14.000",734.915,JetBeats,0,Zurich Airport,ZRH,Zurich,CH-ZH,Rain,261.002,162.179,0,No Delay,ROEJ7RX,0.217501904,13.05,Turin Airport,TO11,Torino,IT,IT-21,Clear,CH,FALSE,FALSE
"Sep 12, 2023 @ 05:52:42.000",363.316,Logstash Airways,0,Pisa International Airport,PI05,Pisa,IT-52,Clear,"7,962.26","4,947.52",0,No Delay,TXG805O,11.05869585,663.522,Huntsville International Carl T Jones Field,HSV,Huntsville,US,US-AL,Rain,IT,FALSE,FALSE
"Sep 12, 2023 @ 05:46:55.000",992.891,Kibana Airlines,0,Venice Marco Polo Airport,VE05,Venice,IT-34,Rain,"7,667.28","4,764.23",0,No Delay,N2ZVRZD,11.61709567,697.026,Ukrainka Air Base,XHBU,Belogorsk,RU,RU-AMU,Cloudy,IT,FALSE,FALSE
"Sep 12, 2023 @ 05:37:40.000",492.009,ES-Air,0,Lester B. Pearson International Airport,YYZ,Toronto,CA-ON,Clear,"10,663.10","6,625.74",0,No Delay,4OT0HJ3,9.353597889,561.216,Kansai International Airport,KIX,Osaka,JP,SE-BD,Clear,CA,FALSE,FALSE
"Sep 12, 2023 @ 05:36:34.000",680.806,ES-Air,0,London Heathrow Airport,LHR,London,GB-ENG,Sunny,"11,630.95","7,227.14",0,No Delay,9H97J7L,14.91147415,894.689,Comodoro Arturo Merino Benitez International Airport,SCL,Santiago,CL,SE-BD,Rain,GB,FALSE,FALSE
"Sep 12, 2023 @ 05:36:34.000",752.861,JetBeats,0,Dublin Airport,DUB,Dublin,IE-D,Heavy Fog,786.64,488.795,0,No Delay,NCWFWV6,1.092555157,65.553,Charles de Gaulle International Airport,CDG,Paris,FR,FR-J,Clear,IE,FALSE,FALSE
"Sep 12, 2023 @ 05:36:11.000",495.611,Logstash Airways,0,New Chitose Airport,CTS,Chitose / Tomakomai,SE-BD,Cloudy,"1,423.74",884.669,0,No Delay,E6FF3QO,1.581930513,94.916,Incheon International Airport,ICN,Seoul,KR,SE-BD,Clear,JP,FALSE,FALSE
"Sep 12, 2023 @ 05:33:14.000",470.231,Kibana Airlines,0,Norfolk International Airport,ORF,Norfolk,US-VA,Clear,"11,422.57","7,097.65",0,No Delay,DZ7KLYA,11.89850609,713.91,Itami Airport,ITM,Osaka,JP,SE-BD,Rain,US,FALSE,FALSE
"Sep 12, 2023 @ 05:30:40.000",954.239,ES-Air,0,Chengdu Shuangliu International Airport,CTU,Chengdu,SE-BD,Clear,"7,930.06","4,927.51",0,No Delay,EA3F2E4,9.440542763,566.433,Catania-Fontanarossa Airport,CT03,Catania,IT,IT-82,Clear,CN,FALSE,FALSE
"Sep 12, 2023 @ 05:28:30.000",205.902,ES-Air,0,Malpensa International Airport,MI12,Milan,IT-25,Rain,235.477,146.319,0,No Delay,6CF2NT7,0.245288526,14.717,Bologna Guglielmo Marconi Airport,BO08,Bologna,IT,IT-45,Cloudy,IT,FALSE,FALSE
"Sep 12, 2023 @ 05:24:20.000",309.486,ES-Air,0,Xi'an Xianyang International Airport,XIY,Xi'an,SE-BD,Sunny,"5,788.39","3,596.74",0,No Delay,ZCSAJZC,8.039430677,482.366,Sheremetyevo International Airport,SVO,Moscow,RU,RU-MOS,Hail,CN,FALSE,FALSE
"Sep 12, 2023 @ 05:13:39.000",666.752,Kibana Airlines,0,Leonardo da Vinci - Fiumicino Airport,FCO,Rome,SE-BD,Hail,"9,742.77","6,053.88",0,No Delay,AUTLHDV,8.118975684,487.139,Itami Airport,ITM,Osaka,JP,SE-BD,Clear,IT,FALSE,FALSE
"Sep 12, 2023 @ 05:12:07.000",916.866,JetBeats,0,Leonardo da Vinci - Fiumicino Airport,FCO,Rome,SE-BD,Cloudy,"9,813.84","6,098.04",0,No Delay,7XZNKO4,10.22275349,613.365,Chubu Centrair International Airport,NGO,Tokoname,JP,SE-BD,Hail,IT,FALSE,FALSE
"Sep 12, 2023 @ 05:10:09.000",348.236,Kibana Airlines,0,Ottawa Macdonald-Cartier International Airport,YOW,Ottawa,CA-ON,Rain,"6,351.96","3,946.93",0,No Delay,XTGFN9A,6.616624256,396.997,Jorge Chavez International Airport,LIM,Lima,PE,SE-BD,Thunder & Lightning,CA,FALSE,FALSE
"Sep 12, 2023 @ 05:07:29.000",716.182,Kibana Airlines,0,Rochester International Airport,RST,Rochester,US-MN,Rain,"14,397.56","8,946.23",0,No Delay,4AHGESO,17.13995438,"1,028.40",OR Tambo International Airport,JNB,Johannesburg,ZA,SE-BD,Rain,US,FALSE,FALSE
"Sep 12, 2023 @ 05:05:24.000",968.423,Logstash Airways,0,Warsaw Chopin Airport,WAW,Warsaw,PL-MZ,Clear,"6,694.68","4,159.88",0,No Delay,K2MEFK0,7.438532716,446.312,Ukrainka Air Base,XHBU,Belogorsk,RU,RU-AMU,Clear,PL,FALSE,FALSE
"Sep 12, 2023 @ 04:53:18.000",223.594,Kibana Airlines,0,Rajiv Gandhi International Airport,HYD,Hyderabad,SE-BD,Cloudy,623.326,387.317,0,No Delay,0VH5EM7,0.577153623,34.629,Chhatrapati Shivaji International Airport,BOM,Mumbai,IN,SE-BD,Heavy Fog,IN,FALSE,FALSE
"Sep 12, 2023 @ 04:50:56.000",778.848,JetBeats,0,Sydney Kingsford Smith International Airport,SYD,Sydney,SE-BD,Clear,"15,504.19","9,633.86",0,No Delay,PM4ATL8,13.60016463,816.01,Raleigh Durham International Airport,RDU,Raleigh/Durham,US,US-NC,Rain,AU,FALSE,FALSE
"Sep 12, 2023 @ 04:48:02.000",846.161,Kibana Airlines,0,Warsaw Chopin Airport,WAW,Warsaw,PL-MZ,Rain,972.607,604.35,195,NAS Delay,FG2A3CB,4.103164069,246.19,Venice Marco Polo Airport,VE05,Venice,IT,IT-34,Damaging Wind,PL,TRUE,FALSE
"Sep 12, 2023 @ 04:44:29.000",602.615,Kibana Airlines,0,Melbourne International Airport,MEL,Melbourne,SE-BD,Sunny,"16,952.32","10,533.69",0,No Delay,5ZLKJSB,14.12693667,847.616,Manchester Airport,MAN,Manchester,GB,GB-ENG,Sunny,AU,FALSE,FALSE
"Sep 12, 2023 @ 04:42:47.000",964.699,JetBeats,0,Leonardo da Vinci___Fiumicino Airport,RM11,Rome,IT-62,Thunder & Lightning,"7,949.69","4,939.71",0,No Delay,MZ6ONXP,9.463914911,567.835,Chengdu Shuangliu International Airport,CTU,Chengdu,CN,SE-BD,Rain,IT,FALSE,TRUE
"Sep 12, 2023 @ 04:42:03.000",937.734,Kibana Airlines,0,Ottawa Macdonald-Cartier International Airport,YOW,Ottawa,CA-ON,Clear,"3,589.92","2,230.67",0,No Delay,FZ1FWP0,3.51952656,211.172,Licenciado Benito Juarez International Airport,AICM,Mexico City,MX,MX-DIF,Rain,CA,FALSE,FALSE
"Sep 12, 2023 @ 04:35:25.000",600.44,JetBeats,0,Spokane International Airport,GEG,Spokane,US-WA,Clear,"8,467.40","5,261.40",0,No Delay,PK46NHH,10.08023411,604.814,Milano Linate Airport,MI11,Milan,IT,IT-25,Rain,US,FALSE,FALSE
"Sep 12, 2023 @ 04:17:26.000",969.19,JetBeats,0,Xi'an Xianyang International Airport,XIY,Xi'an,SE-BD,Clear,"2,823.45","1,754.41",120,NAS Delay,M21BD4I,4.352877218,261.173,Tokyo Haneda International Airport,HND,Tokyo,JP,SE-BD,Cloudy,CN,TRUE,FALSE
"Sep 12, 2023 @ 04:12:22.000",358.876,Logstash Airways,0,Verona Villafranca Airport,VR10,Verona,IT-34,Rain,"1,654.35","1,027.96",0,No Delay,5SR1ANI,1.838162259,110.29,Stockholm-Arlanda Airport,ARN,Stockholm,SE,SE-AB,Clear,IT,FALSE,FALSE
"Sep 12, 2023 @ 03:55:32.000",566.488,Kibana Airlines,0,Cologne Bonn Airport,CGN,Cologne,DE-NW,Sunny,"7,880.55","4,896.75",0,No Delay,YIPS2BZ,10.94521096,656.713,Chengdu Shuangliu International Airport,CTU,Chengdu,CN,SE-BD,Thunder & Lightning,DE,FALSE,TRUE
"Sep 12, 2023 @ 03:54:38.000",585.116,Kibana Airlines,0,Cleveland Hopkins International Airport,CLE,Cleveland,US-OH,Sunny,"10,789.68","6,704.40",0,No Delay,L9H1C3Z,9.990446633,599.427,Beijing Capital International Airport,PEK,Beijing,CN,SE-BD,Clear,US,FALSE,FALSE
"Sep 12, 2023 @ 03:54:38.000",970.184,ES-Air,0,Leonardo da Vinci - Fiumicino Airport,FCO,Rome,SE-BD,Rain,"7,397.60","4,596.65",0,No Delay,18LXID4,6.489120766,389.347,Cleveland Hopkins International Airport,CLE,Cleveland,US,US-OH,Heavy Fog,IT,FALSE,FALSE
"Sep 12, 2023 @ 03:52:54.000",103.253,Logstash Airways,0,Rajiv Gandhi International Airport,HYD,Hyderabad,SE-BD,Hail,0,0,180,Security Delay,2AZWPJX,3,180,Rajiv Gandhi International Airport,HYD,Hyderabad,IN,SE-BD,Sunny,IN,TRUE,FALSE
"Sep 12, 2023 @ 03:50:48.000",765.041,Logstash Airways,0,Treviso-Sant'Angelo Airport,TV01,Treviso,IT-34,Clear,"9,435.05","5,862.67",0,No Delay,HM80A5V,9.250046483,555.003,Itami Airport,ITM,Osaka,JP,SE-BD,Heavy Fog,IT,FALSE,TRUE
"Sep 12, 2023 @ 03:49:42.000",943.303,ES-Air,0,Winnipeg / James Armstrong Richardson International Airport,YWG,Winnipeg,CA-MB,Thunder & Lightning,"5,460.38","3,392.93",0,No Delay,NRQIJ1L,4.550319456,273.019,El Dorado International Airport,BOG,Bogota,CO,SE-BD,Sunny,CA,FALSE,FALSE
"Sep 12, 2023 @ 03:46:09.000",384.16,Logstash Airways,0,Rajiv Gandhi International Airport,HYD,Hyderabad,SE-BD,Cloudy,"6,948.78","4,317.77",0,No Delay,YBNJF0J,6.09542348,365.725,Pisa International Airport,PI05,Pisa,IT,IT-52,Sunny,IN,FALSE,FALSE
"Sep 12, 2023 @ 03:34:51.000",172.379,ES-Air,0,Verona Villafranca Airport,VR10,Verona,IT-34,Sunny,0,0,0,No Delay,HLNZHCX,0,0,Verona Villafranca Airport,VR10,Verona,IT,IT-34,Sunny,IT,FALSE,FALSE
"Sep 12, 2023 @ 03:31:30.000",815.099,Kibana Airlines,0,Dubai International Airport,DXB,Dubai,SE-BD,Hail,"4,971.64","3,089.23",0,No Delay,BPD98PD,4.603366103,276.202,Cologne Bonn Airport,CGN,Cologne,DE,DE-NW,Thunder & Lightning,AE,FALSE,FALSE
"Sep 12, 2023 @ 03:30:11.000",476.351,Kibana Airlines,0,Ukrainka Air Base,XHBU,Belogorsk,RU-AMU,Rain,"9,292.39","5,774.02",0,No Delay,V75BGKV,10.32487205,619.492,Syracuse Hancock International Airport,SYR,Syracuse,US,US-NY,Rain,RU,FALSE,FALSE
"Sep 12, 2023 @ 03:28:46.000",337.336,Logstash Airways,0,Treviso-Sant'Angelo Airport,TV01,Treviso,IT-34,Clear,"8,997.77","5,590.96",210,Carrier Delay,0EZMOT5,15.99690121,959.814,Guangzhou Baiyun International Airport,CAN,Guangzhou,CN,SE-BD,Cloudy,IT,TRUE,FALSE
"Sep 12, 2023 @ 03:27:11.000",825.917,JetBeats,0,Albuquerque International Sunport Airport,ABQ,Albuquerque,US-NM,Thunder & Lightning,"13,133.48","8,160.77",0,No Delay,2MXRGRK,10.94457053,656.674,Abu Dhabi International Airport,AUH,Abu Dhabi,AE,SE-BD,Cloudy,US,FALSE,FALSE
"Sep 12, 2023 @ 03:21:20.000",939.762,JetBeats,0,Melbourne International Airport,MEL,Melbourne,SE-BD,Clear,"15,386.37","9,560.64",195,Late Aircraft Delay,M32DFSK,16.74681147,"1,004.81",Birmingham-Shuttlesworth International Airport,BHM,Birmingham,US,US-AL,Cloudy,AU,TRUE,FALSE
"Sep 12, 2023 @ 03:19:05.000",856.715,JetBeats,0,Rochester International Airport,RST,Rochester,US-MN,Heavy Fog,"2,782.00","1,728.65",0,No Delay,JSUOJU2,3.863884309,231.833,Licenciado Benito Juarez International Airport,AICM,Mexico City,MX,MX-DIF,Heavy Fog,US,FALSE,TRUE
"Sep 12, 2023 @ 03:15:42.000",678.551,JetBeats,0,Xi'an Xianyang International Airport,XIY,Xi'an,SE-BD,Heavy Fog,"8,155.71","5,067.73",0,No Delay,EIMD7GH,7.551586248,453.095,Turin Airport,TO11,Torino,IT,IT-21,Damaging Wind,CN,FALSE,FALSE
"Sep 12, 2023 @ 03:09:57.000",604.869,JetBeats,0,New Chitose Airport,CTS,Chitose / Tomakomai,SE-BD,Clear,"8,965.95","5,571.18",0,No Delay,X8NT4WO,11.49480257,689.688,London Gatwick Airport,LGW,London,GB,GB-ENG,Rain,JP,FALSE,FALSE
"Sep 12, 2023 @ 03:05:40.000",991.896,Logstash Airways,0,Shanghai Hongqiao International Airport,SHA,Shanghai,SE-BD,Rain,"11,952.78","7,427.11",0,No Delay,5K24Q0C,12.4508096,747.049,Philadelphia International Airport,PHL,Philadelphia,US,US-PA,Thunder & Lightning,CN,FALSE,FALSE
"Sep 12, 2023 @ 03:04:37.000",705.927,Kibana Airlines,0,Olenya Air Base,XLMO,Olenegorsk,RU-MUR,Thunder & Lightning,"10,463.97","6,502.01",0,No Delay,EOST4QB,14.53329484,871.998,OR Tambo International Airport,JNB,Johannesburg,ZA,SE-BD,Sunny,RU,FALSE,FALSE
"Sep 12, 2023 @ 03:04:37.000",766.016,Logstash Airways,0,Vienna International Airport,VIE,Vienna,AT-9,Heavy Fog,"1,278.68",794.535,30,Security Delay,SOJUWZD,2.139332867,128.36,London Heathrow Airport,LHR,London,GB,GB-ENG,Cloudy,AT,TRUE,FALSE
"Sep 12, 2023 @ 03:03:57.000",266.734,ES-Air,0,Ministro Pistarini International Airport,EZE,Buenos Aires,SE-BD,Clear,"11,146.55","6,926.14",0,No Delay,RU5LX4E,14.29044369,857.427,London Luton Airport,LTN,London,GB,GB-ENG,Clear,AR,FALSE,FALSE
"Sep 12, 2023 @ 02:57:21.000",451.591,Logstash Airways,0,Vienna International Airport,VIE,Vienna,AT-9,Heavy Fog,"8,695.94","5,403.40",0,No Delay,7Y08OAU,9.662149048,579.729,Seattle Tacoma International Airport,SEA,Seattle,US,US-WA,Heavy Fog,AT,FALSE,FALSE
"Sep 12, 2023 @ 02:53:56.000",909.03,Kibana Airlines,0,Ukrainka Air Base,XHBU,Belogorsk,RU-AMU,Rain,"2,290.57","1,423.29",0,No Delay,JN80SN8,2.120894494,127.254,Shanghai Pudong International Airport,PVG,Shanghai,CN,SE-BD,Cloudy,RU,FALSE,FALSE
"Sep 12, 2023 @ 02:48:49.000",836.101,ES-Air,0,Ukrainka Air Base,XHBU,Belogorsk,RU-AMU,Sunny,"7,657.06","4,757.88",270,Carrier Delay,57CZEDA,12.00692114,720.415,London Heathrow Airport,LHR,London,GB,GB-ENG,Damaging Wind,RU,TRUE,FALSE
"Sep 12, 2023 @ 02:34:52.000",619.866,Logstash Airways,0,Shanghai Pudong International Airport,PVG,Shanghai,SE-BD,Clear,"12,058.24","7,492.64",0,No Delay,ARZVNR9,14.35504164,861.303,San Antonio International Airport,SAT,San Antonio,US,US-TX,Sunny,CN,FALSE,FALSE
"Sep 12, 2023 @ 02:33:41.000",768.405,Logstash Airways,0,Comodoro Arturo Merino Benitez International Airport,SCL,Santiago,SE-BD,Damaging Wind,"11,652.07","7,240.26",0,No Delay,GY24LFX,11.42359406,685.416,Charles de Gaulle International Airport,CDG,Paris,FR,FR-J,Heavy Fog,CL,FALSE,FALSE
"Sep 12, 2023 @ 02:27:00.000",882.983,Logstash Airways,0,Venice Marco Polo Airport,VE05,Venice,IT-34,Sunny,"8,823.40","5,482.61",0,No Delay,X98CCZO,7.739824685,464.39,Cape Town International Airport,CPT,Cape Town,ZA,SE-BD,Clear,IT,FALSE,FALSE
"Sep 12, 2023 @ 02:14:19.000",190.889,Logstash Airways,0,Winnipeg / James Armstrong Richardson International Airport,YWG,Winnipeg,CA-MB,Heavy Fog,0,0,90,Carrier Delay,6HUUECU,1.5,90,Winnipeg / James Armstrong Richardson International Airport,YWG,Winnipeg,CA,CA-MB,Clear,CA,TRUE,FALSE
"Sep 12, 2023 @ 02:14:14.000",404.731,Kibana Airlines,0,Winnipeg / James Armstrong Richardson International Airport,YWG,Winnipeg,CA-MB,Hail,"7,426.37","4,614.53",0,No Delay,17NH0H3,5.893942938,353.637,Treviso-Sant'Angelo Airport,TV01,Treviso,IT,IT-34,Cloudy,CA,FALSE,FALSE
"Sep 12, 2023 @ 02:12:46.000",297.989,ES-Air,0,Munich Airport,MUC,Munich,DE-BY,Rain,426.168,264.809,0,No Delay,Z96G67G,0.507342964,30.441,Bologna Guglielmo Marconi Airport,BO08,Bologna,IT,IT-45,Rain,DE,FALSE,FALSE
"Sep 12, 2023 @ 02:04:14.000",884.933,Kibana Airlines,0,Phoenix Sky Harbor International Airport,PHX,Phoenix,US-AZ,Sunny,"8,519.66","5,293.87",15,Carrier Delay,LPA95FP,9.124646381,547.479,London Gatwick Airport,LGW,London,GB,GB-ENG,Cloudy,US,TRUE,FALSE
"Sep 12, 2023 @ 02:00:59.000",511.067,Logstash Airways,0,Zurich Airport,ZRH,Zurich,CH-ZH,Rain,"8,091.90","5,028.07",0,No Delay,BSVTVSA,7.098153228,425.889,Tulsa International Airport,TUL,Tulsa,US,US-OK,Rain,CH,FALSE,FALSE
"Sep 12, 2023 @ 01:57:25.000",226.65,JetBeats,0,El Dorado International Airport,BOG,Bogota,SE-BD,Clear,0,0,0,No Delay,RUH795U,0,0,El Dorado International Airport,BOG,Bogota,CO,CO-CUN,Clear,CO,FALSE,FALSE
"Sep 12, 2023 @ 01:55:51.000",569.603,JetBeats,0,Mariscal Sucre International Airport,UIO,Quito,EC-P,Clear,"10,070.39","6,257.45",0,No Delay,BVYTI72,9.872929977,592.376,Leonardo da Vinci___Fiumicino Airport,RM11,Rome,IT,IT-62,Sunny,EC,FALSE,FALSE
"Sep 12, 2023 @ 01:52:55.000",710.078,JetBeats,0,Stockholm-Arlanda Airport,ARN,Stockholm,SE-AB,Rain,"6,646.60","4,130.00",150,NAS Delay,YUFOFLO,8.038830915,482.33,Pittsburgh International Airport,PIT,Pittsburgh,US,US-PA,Sunny,SE,TRUE,FALSE
"Sep 12, 2023 @ 01:42:53.000",552.917,Logstash Airways,0,Luis Munoz Marin International Airport,SJU,San Juan,PR-U-A,Clear,"7,735.76","4,806.78",0,No Delay,NRHSVG8,6.785750511,407.145,Ciampino___G. B. Pastine International Airport,RM12,Rome,IT,IT-62,Cloudy,PR,FALSE,FALSE
"Sep 12, 2023 @ 01:41:12.000",119.627,Kibana Airlines,0,Spokane International Airport,GEG,Spokane,US-WA,Damaging Wind,"3,505.17","2,178.01",120,Security Delay,E2W1CLW,4.781877659,286.913,Newark Liberty International Airport,EWR,Newark,US,US-NJ,Thunder & Lightning,US,TRUE,FALSE
"Sep 12, 2023 @ 01:36:27.000",775.839,Kibana Airlines,0,Winnipeg / James Armstrong Richardson International Airport,YWG,Winnipeg,CA-MB,Clear,"8,958.49","5,566.55",0,No Delay,VLD5RXC,8.782837332,526.97,Narita International Airport,NRT,Tokyo,JP,SE-BD,Rain,CA,FALSE,FALSE
"Sep 12, 2023 @ 01:35:43.000",194.527,Kibana Airlines,0,Venice Marco Polo Airport,VE05,Venice,IT-34,Thunder & Lightning,240.532,149.46,120,Late Aircraft Delay,NVY8ML4,2.222715189,133.363,Milano Linate Airport,MI11,Milan,IT,IT-25,Sunny,IT,TRUE,TRUE
"Sep 12, 2023 @ 01:33:13.000",278.012,Kibana Airlines,0,Catania-Fontanarossa Airport,CT03,Catania,IT-82,Sunny,"8,282.89","5,146.75",0,No Delay,T7NXX0J,11.50401513,690.241,Beijing Capital International Airport,PEK,Beijing,CN,SE-BD,Sunny,IT,FALSE,FALSE
"Sep 12, 2023 @ 01:30:44.000",267.159,ES-Air,0,Pisa International Airport,PI05,Pisa,IT-52,Sunny,"10,725.39","6,664.45",0,No Delay,TO1U41X,16.25058289,975.035,Jorge Chavez International Airport,LIM,Lima,PE,SE-BD,Sunny,IT,FALSE,FALSE
"Sep 12, 2023 @ 01:23:09.000",487.046,JetBeats,0,Tampa International Airport,TPA,Tampa,US-FL,Damaging Wind,"14,909.95","9,264.61",0,No Delay,SUN79FJ,20.708262,"1,242.50",Sydney Kingsford Smith International Airport,SYD,Sydney,AU,SE-BD,Sunny,US,FALSE,FALSE
"Sep 12, 2023 @ 01:23:09.000",789.007,Logstash Airways,0,Genoa Cristoforo Colombo Airport,GE01,Genova,IT-42,Sunny,"7,297.21","4,534.27",285,Carrier Delay,KFE7UYH,12.85800512,771.48,General Mitchell International Airport,MKE,Milwaukee,US,US-WI,Rain,IT,TRUE,FALSE
"Sep 12, 2023 @ 01:22:39.000",664.681,Logstash Airways,0,Ottawa Macdonald-Cartier International Airport,YOW,Ottawa,CA-ON,Damaging Wind,"5,393.94","3,351.64",0,No Delay,46J5N4Y,4.731528376,283.892,London Gatwick Airport,LGW,London,GB,GB-ENG,Hail,CA,FALSE,FALSE
